model,prompt,project,run,metric,value,n_total_rows,n_valid_rows,source_file
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,1,mae,4.018072289156627,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,1,rmse,6.089196437380884,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,2,pearson,0.434451977677317,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,2,spearman,0.4522489958635882,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,2,mae,3.9819277108433737,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,2,rmse,5.855179974187,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,3,pearson,0.4201937605444185,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,3,spearman,0.37468133297780165,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,3,mae,4.018072289156627,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,3,rmse,5.833534133090138,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,4,pearson,0.37637012674490633,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,4,spearman,0.36628065889345074,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,4,mae,4.144578313253012,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,4,rmse,6.095623553503292,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,5,pearson,0.3051446957568717,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,5,spearman,0.3159147292933012,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,5,mae,4.192771084337349,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,aptanastudio,5,rmse,6.172226951609012,166,166,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/aptanastudio_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,1,pearson,0.32000106676913376,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,1,spearman,0.408256710175793,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,1,mae,1.9904761904761905,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,1,rmse,2.716790823923031,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,2,pearson,0.4151002799143555,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,2,spearman,0.43933108948351257,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,2,mae,1.8761904761904762,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,2,rmse,2.428011139850494,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,3,pearson,0.45721155816171977,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,3,spearman,0.46779925812378126,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,3,mae,1.8952380952380952,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,3,rmse,2.565336699334491,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,4,pearson,0.32298837465971614,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,4,spearman,0.29164721517060294,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,4,mae,1.8952380952380952,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,4,rmse,2.368443330443819,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,5,pearson,0.31140635262421823,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,5,spearman,0.34748265125357525,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,5,mae,1.980952380952381,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,bamboo,5,rmse,2.600366274566866,105,105,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/bamboo_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,1,pearson,0.5265196709481956,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,1,spearman,0.6285035556081806,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,1,mae,4.0,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,1,rmse,6.98978847012861,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,2,pearson,0.48586679788455306,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,2,spearman,0.624698188810137,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,2,mae,3.9220779220779223,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,2,rmse,7.16049769727826,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,3,pearson,0.49423590813460566,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,3,spearman,0.620240707571328,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,3,mae,3.74025974025974,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,3,rmse,7.105878305565505,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,4,pearson,0.7252545955331379,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,4,spearman,0.6462914633649246,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,4,mae,3.4415584415584415,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,4,rmse,6.125314728198096,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,5,pearson,0.654742844848827,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,5,spearman,0.7367440029084061,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,5,mae,3.207792207792208,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,clover,5,rmse,6.4957528581993635,77,77,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/clover_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,1,pearson,0.4151924830165387,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,1,spearman,0.38264157316561276,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,1,mae,5.846895074946467,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,1,rmse,12.933158751406372,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,2,pearson,0.41004125688437676,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,2,spearman,0.3974571640668219,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,2,mae,5.812633832976445,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,2,rmse,12.970110590762776,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,3,pearson,0.3922011921144237,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,3,spearman,0.3854423830580917,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,3,mae,5.876873661670236,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,3,rmse,12.997158312377445,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,4,pearson,0.38216405885023985,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,4,spearman,0.3821916376510235,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,4,mae,5.900428265524625,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,4,rmse,13.041155411825086,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,5,pearson,0.4641643774934638,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,5,spearman,0.36701757790098916,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,5,mae,5.756959314775161,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,datamanagement,5,rmse,12.688197824186693,934,934,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/datamanagement_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,1,pearson,0.4125718460992682,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,1,spearman,0.4422823920435604,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,1,mae,2.8059701492537314,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,1,rmse,3.5847937553863143,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,2,pearson,0.33973585316244354,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,2,spearman,0.4382468865459887,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,2,mae,2.656716417910448,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,2,rmse,3.4576326989136676,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,3,pearson,0.38309524472547374,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,3,spearman,0.4513361627973616,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,3,mae,2.7313432835820897,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,3,rmse,3.4641016151377544,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,4,pearson,0.37314147662627434,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,4,spearman,0.38316051956462266,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,4,mae,2.626865671641791,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,4,rmse,3.2781501882489184,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,5,pearson,0.3599865854605285,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,5,spearman,0.43417965135597797,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,5,mae,2.5671641791044775,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,duracloud,5,rmse,3.350206052918973,134,134,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/duracloud_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,jirasoftware_filtered,1,pearson,0.4098260042481975,65,65,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/jirasoftware_filtered_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,jirasoftware_filtered,1,spearman,0.4303157101565076,65,65,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/jirasoftware_filtered_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,jirasoftware_filtered,1,mae,2.2153846153846155,65,65,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/jirasoftware_filtered_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,jirasoftware_filtered,1,rmse,2.976833630141003,65,65,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/jirasoftware_filtered_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,jirasoftware_filtered,2,pearson,0.4705926859833549,65,65,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/jirasoftware_filtered_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,jirasoftware_filtered,2,spearman,0.4992982241697959,65,65,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/jirasoftware_filtered_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,jirasoftware_filtered,2,mae,2.4307692307692306,65,65,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/jirasoftware_filtered_deepseek_v4_flash_prompt1_zeroshot_v7.csv
